ID,file_name,TARGET
train_000001,train_000001.jpg,ADONIS
train_000002,train_000002.jpg,ADONIS
train_000003,train_000003.jpg,ADONIS
train_000004,train_000004.jpg,ADONIS
train_000005,train_000005.jpg,ADONIS
train_000006,train_000006.jpg,ADONIS
train_000007,train_000007.jpg,ADONIS
train_000008,train_000008.jpg,ADONIS
train_000009,train_000009.jpg,ADONIS
train_000010,train_000010.jpg,ADONIS
train_000011,train_000011.jpg,ADONIS
train_000012,train_000012.jpg,ADONIS
train_000013,train_000013.jpg,ADONIS
train_000014,train_000014.jpg,ADONIS
train_000015,train_000015.jpg,ADONIS
train_000016,train_000016.jpg,ADONIS
train_000017,train_000017.jpg,ADONIS
train_000018,train_000018.jpg,ADONIS
train_000019,train_000019.jpg,ADONIS
train_000020,train_000020.jpg,ADONIS
train_000021,train_000021.jpg,ADONIS
train_000022,train_000022.jpg,ADONIS
train_000023,train_000023.jpg,ADONIS
train_000024,train_000024.jpg,ADONIS
train_000025,train_000025.jpg,ADONIS
train_000026,train_000026.jpg,ADONIS
train_000027,train_000027.jpg,ADONIS
train_000028,train_000028.jpg,ADONIS
train_000029,train_000029.jpg,ADONIS
train_000030,train_000030.jpg,ADONIS
train_000031,train_000031.jpg,ADONIS
train_000032,train_000032.jpg,ADONIS
train_000033,train_000033.jpg,ADONIS
train_000034,train_000034.jpg,ADONIS
train_000035,train_000035.jpg,ADONIS
train_000036,train_000036.jpg,ADONIS
train_000037,train_000037.jpg,ADONIS
train_000038,train_000038.jpg,ADONIS
train_000039,train_000039.jpg,ADONIS
train_000040,train_000040.jpg,ADONIS
train_000041,train_000041.jpg,ADONIS
train_000042,train_000042.jpg,ADONIS
train_000043,train_000043.jpg,ADONIS
train_000044,train_000044.jpg,ADONIS
train_000045,train_000045.jpg,ADONIS
train_000046,train_000046.jpg,ADONIS
train_000047,train_000047.jpg,ADONIS
train_000048,train_000048.jpg,ADONIS
train_000049,train_000049.jpg,ADONIS
train_000050,train_000050.jpg,ADONIS
train_000051,train_000051.jpg,ADONIS
train_000052,train_000052.jpg,ADONIS
train_000053,train_000053.jpg,ADONIS
train_000054,train_000054.jpg,ADONIS
train_000055,train_000055.jpg,ADONIS
train_000056,train_000056.jpg,ADONIS
train_000057,train_000057.jpg,ADONIS
train_000058,train_000058.jpg,ADONIS
train_000059,train_000059.jpg,ADONIS
train_000060,train_000060.jpg,ADONIS
train_000061,train_000061.jpg,ADONIS
train_000062,train_000062.jpg,ADONIS
train_000063,train_000063.jpg,ADONIS
train_000064,train_000064.jpg,ADONIS
train_000065,train_000065.jpg,ADONIS
train_000066,train_000066.jpg,ADONIS
train_000067,train_000067.jpg,ADONIS
train_000068,train_000068.jpg,ADONIS
train_000069,train_000069.jpg,ADONIS
train_000070,train_000070.jpg,ADONIS
train_000071,train_000071.jpg,ADONIS
train_000072,train_000072.jpg,ADONIS
train_000073,train_000073.jpg,ADONIS
train_000074,train_000074.jpg,ADONIS
train_000075,train_000075.jpg,ADONIS
train_000076,train_000076.jpg,ADONIS
train_000077,train_000077.jpg,ADONIS
train_000078,train_000078.jpg,ADONIS
train_000079,train_000079.jpg,ADONIS
train_000080,train_000080.jpg,ADONIS
train_000081,train_000081.jpg,ADONIS
train_000082,train_000082.jpg,ADONIS
train_000083,train_000083.jpg,ADONIS
train_000084,train_000084.jpg,ADONIS
train_000085,train_000085.jpg,ADONIS
train_000086,train_000086.jpg,ADONIS
train_000087,train_000087.jpg,ADONIS
train_000088,train_000088.jpg,ADONIS
train_000089,train_000089.jpg,ADONIS
train_000090,train_000090.jpg,ADONIS
train_000091,train_000091.jpg,ADONIS
train_000092,train_000092.jpg,ADONIS
train_000093,train_000093.jpg,ADONIS
train_000094,train_000094.jpg,ADONIS
train_000095,train_000095.jpg,ADONIS
train_000096,train_000096.jpg,ADONIS
train_000097,train_000097.jpg,ADONIS
train_000098,train_000098.jpg,ADONIS
train_000099,train_000099.jpg,ADONIS
train_000100,train_000100.jpg,ADONIS
train_000101,train_000101.jpg,ADONIS
train_000102,train_000102.jpg,ADONIS
train_000103,train_000103.jpg,ADONIS
train_000104,train_000104.jpg,ADONIS
train_000105,train_000105.jpg,ADONIS
train_000106,train_000106.jpg,ADONIS
train_000107,train_000107.jpg,ADONIS
train_000108,train_000108.jpg,ADONIS
train_000109,train_000109.jpg,ADONIS
train_000110,train_000110.jpg,ADONIS
train_000111,train_000111.jpg,ADONIS
train_000112,train_000112.jpg,ADONIS
train_000113,train_000113.jpg,ADONIS
train_000114,train_000114.jpg,ADONIS
train_000115,train_000115.jpg,ADONIS
train_000116,train_000116.jpg,ADONIS
train_000117,train_000117.jpg,ADONIS
train_000118,train_000118.jpg,ADONIS
train_000119,train_000119.jpg,ADONIS
train_000120,train_000120.jpg,ADONIS
train_000121,train_000121.jpg,ADONIS
train_000122,train_000122.jpg,ADONIS
train_000123,train_000123.jpg,ADONIS
train_000124,train_000124.jpg,ADONIS
train_000125,train_000125.jpg,ADONIS
train_000126,train_000126.jpg,ADONIS
train_000127,train_000127.jpg,AFRICAN GIANT SWALLOWTAIL
train_000128,train_000128.jpg,AFRICAN GIANT SWALLOWTAIL
train_000129,train_000129.jpg,AFRICAN GIANT SWALLOWTAIL
train_000130,train_000130.jpg,AFRICAN GIANT SWALLOWTAIL
train_000131,train_000131.jpg,AFRICAN GIANT SWALLOWTAIL
train_000132,train_000132.jpg,AFRICAN GIANT SWALLOWTAIL
train_000133,train_000133.jpg,AFRICAN GIANT SWALLOWTAIL
train_000134,train_000134.jpg,AFRICAN GIANT SWALLOWTAIL
train_000135,train_000135.jpg,AFRICAN GIANT SWALLOWTAIL
train_000136,train_000136.jpg,AFRICAN GIANT SWALLOWTAIL
train_000137,train_000137.jpg,AFRICAN GIANT SWALLOWTAIL
train_000138,train_000138.jpg,AFRICAN GIANT SWALLOWTAIL
train_000139,train_000139.jpg,AFRICAN GIANT SWALLOWTAIL
train_000140,train_000140.jpg,AFRICAN GIANT SWALLOWTAIL
train_000141,train_000141.jpg,AFRICAN GIANT SWALLOWTAIL
train_000142,train_000142.jpg,AFRICAN GIANT SWALLOWTAIL
train_000143,train_000143.jpg,AFRICAN GIANT SWALLOWTAIL
train_000144,train_000144.jpg,AFRICAN GIANT SWALLOWTAIL
train_000145,train_000145.jpg,AFRICAN GIANT SWALLOWTAIL
train_000146,train_000146.jpg,AFRICAN GIANT SWALLOWTAIL
train_000147,train_000147.jpg,AFRICAN GIANT SWALLOWTAIL
train_000148,train_000148.jpg,AFRICAN GIANT SWALLOWTAIL
train_000149,train_000149.jpg,AFRICAN GIANT SWALLOWTAIL
train_000150,train_000150.jpg,AFRICAN GIANT SWALLOWTAIL
train_000151,train_000151.jpg,AFRICAN GIANT SWALLOWTAIL
train_000152,train_000152.jpg,AFRICAN GIANT SWALLOWTAIL
train_000153,train_000153.jpg,AFRICAN GIANT SWALLOWTAIL
train_000154,train_000154.jpg,AFRICAN GIANT SWALLOWTAIL
train_000155,train_000155.jpg,AFRICAN GIANT SWALLOWTAIL
train_000156,train_000156.jpg,AFRICAN GIANT SWALLOWTAIL
train_000157,train_000157.jpg,AFRICAN GIANT SWALLOWTAIL
train_000158,train_000158.jpg,AFRICAN GIANT SWALLOWTAIL
train_000159,train_000159.jpg,AFRICAN GIANT SWALLOWTAIL
train_000160,train_000160.jpg,AFRICAN GIANT SWALLOWTAIL
train_000161,train_000161.jpg,AFRICAN GIANT SWALLOWTAIL
train_000162,train_000162.jpg,AFRICAN GIANT SWALLOWTAIL
train_000163,train_000163.jpg,AFRICAN GIANT SWALLOWTAIL
train_000164,train_000164.jpg,AFRICAN GIANT SWALLOWTAIL
train_000165,train_000165.jpg,AFRICAN GIANT SWALLOWTAIL
train_000166,train_000166.jpg,AFRICAN GIANT SWALLOWTAIL
train_000167,train_000167.jpg,AFRICAN GIANT SWALLOWTAIL
train_000168,train_000168.jpg,AFRICAN GIANT SWALLOWTAIL
train_000169,train_000169.jpg,AFRICAN GIANT SWALLOWTAIL
train_000170,train_000170.jpg,AFRICAN GIANT SWALLOWTAIL
